ID,MATRICULA,COD_CURSO,CURSO,PERIODO,CODIGO,DISCIPLINA,CREDITOS,DEPARTAMENTO,MEDIA,SITUACAO,PERIODO_INGRESSO,PERIODO_RELATIVO
15078,651691824,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2012.1,5
15081,651691824,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.5,Aprovado,2012.1,5
15083,651691824,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8,Aprovado,2012.1,5
15086,651691824,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2012.1,5
15087,651691824,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2012.1,5
15088,651691824,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,9.8,Aprovado,2012.1,5
15089,414228051,14123100,ENGENHARIA ELETRICA,2014.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2012.1,5
15090,414228051,14123100,ENGENHARIA ELETRICA,2014.1,1305036,INSTITUICOES DO DIREITO,3,UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA,7.6,Aprovado,2012.1,5
15091,414228051,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,10,Aprovado,2012.1,5
15093,414228051,14123100,ENGENHARIA ELETRICA,2014.1,1404164,LAB. CIRCUITOS LOGICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2012.1,5
15098,414228051,14123100,ENGENHARIA ELETRICA,2014.1,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,7,Aprovado,2012.1,5
15100,414228051,14123100,ENGENHARIA ELETRICA,2014.1,1404163,CIRCUITOS LOGICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.8,Aprovado,2012.1,5
15104,176764279,14123100,ENGENHARIA ELETRICA,2014.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.4,Aprovado,2012.1,5
15108,176764279,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7.5,Aprovado,2012.1,5
15109,176764279,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,9.9,Aprovado,2012.1,5
15112,176764279,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.7,Aprovado,2012.1,5
15113,176764279,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.6,Aprovado,2012.1,5
15114,176764279,14123100,ENGENHARIA ELETRICA,2014.1,1303021,ECONOMIA,4,UNID. ACAD. DE ECONOMIA E FINANCAS,8.3,Aprovado,2012.1,5
15122,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7.1,Aprovado,2012.1,5
15123,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.2,Aprovado,2012.1,5
15125,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.9,Aprovado,2012.1,5
15129,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2012.1,5
15130,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2012.1,5
15133,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,8.4,Aprovado,2012.1,5
15135,701836735,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6,Aprovado,2012.1,5
15137,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.8,Aprovado,2012.1,5
15138,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.9,Aprovado,2012.1,5
15139,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.1,Aprovado,2012.1,5
15140,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.8,Aprovado,2012.1,5
15145,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9.5,Aprovado,2012.1,5
15146,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,9.7,Aprovado,2012.1,5
15148,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,10,Aprovado,2012.1,5
15149,989445418,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2012.1,5
15187,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.8,Aprovado,2012.1,5
15188,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.2,Aprovado,2012.1,5
15190,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.4,Aprovado,2012.1,5
15192,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,9.5,Aprovado,2012.1,5
15194,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,8.2,Aprovado,2012.1,5
15196,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2012.1,5
15197,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2012.1,5
15200,664952591,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2012.1,5
15201,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,NA,Trancado,2012.1,5
15204,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2012.1,5
15205,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.8,Aprovado,2012.1,5
15206,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.3,Aprovado,2012.1,5
15207,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,5.2,Aprovado,2012.1,5
15210,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,6.8,Aprovado,2012.1,5
15212,952561274,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.9,Aprovado,2012.1,5
15216,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1404142,LAB. ELETROMAGNETISMO,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.1,Aprovado,2012.1,5
15219,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1404141,ELETROMAGNETISMO,4,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2012.1,5
15220,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,5,Aprovado,2012.1,5
15221,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,5,Aprovado,2012.1,5
15223,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1404139,LAB. CIRCUITOS ELETRICOS I,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.2,Aprovado,2012.1,5
15224,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,5.3,Aprovado,2012.1,5
15227,477633729,14123100,ENGENHARIA ELETRICA,2014.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,4.3,Reprovado,2012.1,5
15229,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.2,Aprovado,2012.1,5
15231,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,6.9,Aprovado,2012.1,5
15233,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2012.1,5
15234,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.3,Aprovado,2012.1,5
15237,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.5,Aprovado,2012.1,5
15239,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9.3,Aprovado,2012.1,5
15240,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7.1,Aprovado,2012.1,5
15241,52851095,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,9.6,Aprovado,2012.1,5
15244,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,5.7,Aprovado,2012.1,5
15245,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.4,Aprovado,2012.1,5
15249,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9.2,Aprovado,2012.1,5
15253,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,9.9,Aprovado,2012.1,5
15254,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.9,Aprovado,2012.1,5
15255,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,6,Aprovado,2012.1,5
15256,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.4,Aprovado,2012.1,5
15257,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.1,Aprovado,2012.1,5
15259,865532234,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,2.3,Reprovado,2012.1,5
15264,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2012.1,5
15266,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,6.7,Aprovado,2012.1,5
15267,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,9.2,Aprovado,2012.1,5
15268,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.6,Aprovado,2012.1,5
15269,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2012.1,5
15271,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,10,Aprovado,2012.1,5
15272,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2012.1,5
15274,915677145,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9.4,Aprovado,2012.1,5
15284,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,7,Aprovado,2012.1,5
15287,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,5.9,Aprovado,2012.1,5
15288,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,5.4,Aprovado,2012.1,5
15291,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1404139,LAB. CIRCUITOS ELETRICOS I,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.1,Aprovado,2012.1,5
15292,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1404141,ELETROMAGNETISMO,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.3,Aprovado,2012.1,5
15294,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,3,Reprovado,2012.1,5
15295,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1404142,LAB. ELETROMAGNETISMO,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.8,Aprovado,2012.1,5
15296,303575649,14123100,ENGENHARIA ELETRICA,2014.1,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.1,Aprovado,2012.1,5
15300,828648105,14123100,ENGENHARIA ELETRICA,2014.1,1108084,LAB. DE OPTICA ELETRICIDADE E MAGNETISMO,4,UNID. ACAD. DE FISICA,5.2,Aprovado,2012.1,5
15301,828648105,14123100,ENGENHARIA ELETRICA,2014.1,1301018,ENGENHARIA ECONOMICA,4,UNID. ACAD. DE ADMINISTRACAO E CONTABILIDADE,7.8,Aprovado,2012.1,5
15302,828648105,14123100,ENGENHARIA ELETRICA,2014.1,1109106,EQUACOES DIFERENCIAIS,4,UNID. ACAD. DE MATEMATICA,6,Aprovado,2012.1,5
15303,828648105,14123100,ENGENHARIA ELETRICA,2014.1,1108083,ELETRICIDADE E MAGNETISMO,4,UNID. ACAD. DE FISICA,5.7,Aprovado,2012.1,5
15306,828648105,14123100,ENGENHARIA ELETRICA,2014.1,1108098,MECANICA GERAL I,4,UNID. ACAD. DE FISICA,0,Reprovado por Falta,2012.1,5
15309,828648105,14123100,ENGENHARIA ELETRICA,2014.1,1109105,CALCULO DIFERENCIAL E INTEGRAL III,5,UNID. ACAD. DE MATEMATICA,3.4,Reprovado,2012.1,5
15318,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.9,Aprovado,2012.1,5
15319,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,9,Aprovado,2012.1,5
15322,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2012.1,5
15323,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.2,Aprovado,2012.1,5
15327,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.8,Aprovado,2012.1,5
15328,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,NA,Trancado,2012.1,5
15329,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2012.1,5
15330,216546595,14123100,ENGENHARIA ELETRICA,2014.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7.6,Aprovado,2012.1,5
15338,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2012.1,5
15340,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,9.9,Aprovado,2012.1,5
15343,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.2,Aprovado,2012.1,5
15344,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.3,Aprovado,2012.1,5
15345,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2012.1,5
15347,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2012.1,5
15349,504155278,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.4,Aprovado,2012.1,5
15352,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2012.1,5
15353,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.4,Aprovado,2012.1,5
15358,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,5.6,Aprovado,2012.1,5
15360,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2012.1,5
15362,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.2,Aprovado,2012.1,5
15363,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1106058,INTRODUCAO A CIENCIA DOS MATERIAIS,4,UNID. ACAD. DE ENGENHARIA DE MATERIAIS,9.3,Aprovado,2012.1,5
15365,266691505,14123100,ENGENHARIA ELETRICA,2014.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.2,Aprovado,2012.1,5
15366,29227733,14123100,ENGENHARIA ELETRICA,2014.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,4,Reprovado,2012.1,5
